0.072143,1.09862,0.072143,1.09862,0.0178482,-0.0178482,-0.000931853,-0.00867316,0.314159,
0.15222,0.68146,0.15222,0.68146,0.0274511,-0.0274511,-0.000465417,0.0290838,0.314159,
0.169977,-0.0633035,0.169977,-0.0633035,0.0266318,-0.0266318,0.0040909,0.0855132,0.314159,
0.140414,-0.419188,0.140414,-0.419188,0.0193577,-0.0193577,0.0129282,0.133603,0.314159,
0.0958471,-0.473412,0.0958471,-0.473412,0.00977617,-0.00977617,0.0249707,0.166456,0.314159,
0.0533734,-0.414977,0.0533734,-0.414977,0.000680542,-0.000680542,0.0390276,0.185571,0.314159,
0.0184946,-0.327934,0.0184946,-0.327934,-0.00650925,0.00650925,0.054114,0.193707,0.314159,
-0.00764045,-0.237407,-0.00764045,-0.237407,-0.0113622,0.0113622,0.0694687,0.193516,0.314159,
-0.025413,-0.15439,-0.025413,-0.15439,-0.0140342,0.0140342,0.0845389,0.187511,0.314159,
-0.0360123,-0.0858048,-0.0360123,-0.0858048,-0.0149602,0.0149602,0.0989619,0.177921,0.314159,
-0.0410262,-0.0343354,-0.0410262,-0.0343354,-0.0146521,0.0146521,0.112534,0.166522,0.314159,
-0.0420758,0.000829579,-0.0420758,0.000829579,-0.0135837,0.0135837,0.125171,0.154594,0.314159,
-0.0405812,0.0223535,-0.0405812,0.0223535,-0.0121369,0.0121369,0.13687,0.142973,0.314159,
-0.0376645,0.0334705,-0.0376645,0.0334705,-0.010588,0.010588,0.147681,0.132138,0.314159,
-0.03414,0.0372827,-0.03414,0.0372827,-0.00911494,0.00911494,0.157676,0.122309,0.314159,
-0.0305487,0.0364317,-0.0305487,0.0364317,-0.00781578,0.00781578,0.16694,0.11353,0.314159,
-0.0272116,0.0329778,-0.0272116,0.0329778,-0.00672993,0.00672993,0.175553,0.10574,0.314159,
-0.0242861,0.0284018,-0.0242861,0.0284018,-0.00585772,0.00585772,0.18359,0.0988203,0.314159,
-0.021818,0.0236764,-0.021818,0.0236764,-0.0051767,0.0051767,0.191113,0.0926369,0.314159,
-0.0197847,0.0193699,-0.0197847,0.0193699,-0.00465378,0.00465378,0.198175,0.0870578,0.314159,
-0.0181273,0.0157538,-0.0181273,0.0157538,-0.00425355,0.00425355,0.20482,0.0819681,0.314159,
-0.0167737,0.0128999,-0.0167737,0.0128999,-0.00394331,0.00394331,0.21108,0.0772741,0.314159,
-0.0156523,0.0107588,-0.0156523,0.0107588,-0.0036956,0.0036956,0.216985,0.072904,0.314159,
-0.014701,0.00921947,-0.014701,0.00921947,-0.00348911,0.00348911,0.222558,0.0688049,0.314159,
-0.0138693,0.00814927,-0.0138693,0.00814927,-0.0033084,0.0033084,0.227817,0.0649399,0.314159,
-0.0131201,0.0074198,-0.0131201,0.0074198,-0.00314307,0.00314307,0.232781,0.0612839,0.314159,
-0.012427,0.00692043,-0.012427,0.00692043,-0.00298671,0.00298671,0.237465,0.0578198,0.314159,
-0.0117734,0.00656394,-0.0117734,0.00656394,-0.00283586,0.00283586,0.241884,0.0545363,0.314159,
-0.0111495,0.00628668,-0.0111495,0.00628668,-0.002689,0.002689,0.246051,0.0514251,0.314159,
-0.0105504,0.00604586,-0.0105504,0.00604586,-0.00254585,0.00254585,0.24998,0.0484795,0.314159,
-0.00997407,0.00581546,-0.00997407,0.00581546,-0.00240676,0.00240676,0.253683,0.0456936,0.314159,
-0.00942052,0.00558193,-0.00942052,0.00558193,-0.00227235,0.00227235,0.257173,0.0430613,0.314159,
-0.00889035,0.00534018,-0.00889035,0.00534018,-0.00214326,0.00214326,0.260462,0.0405765,0.314159,
-0.00838435,0.00509041,-0.00838435,0.00509041,-0.00201997,0.00201997,0.263561,0.0382326,0.314159,
-0.00790312,0.00483561,-0.00790312,0.00483561,-0.00190283,0.00190283,0.266481,0.0360231,0.314159,
-0.00744688,0.00457986,-0.00744688,0.00457986,-0.00179196,0.00179196,0.269232,0.033941,0.314159,
-0.00701544,0.00432727,-0.00701544,0.00432727,-0.00168734,0.00168734,0.271825,0.0319796,0.314159,
-0.00660828,0.00408133,-0.00660828,0.00408133,-0.00158883,0.00158883,0.274267,0.030132,0.314159,
-0.00622457,0.0038447,-0.00622457,0.0038447,-0.00149617,0.00149617,0.276568,0.0283917,0.314159,
-0.00586328,0.00361913,-0.00586328,0.00361913,-0.00140908,0.00140908,0.278737,0.0267526,0.314159,
-0.00552327,0.00340559,-0.00552327,0.00340559,-0.00132723,0.00132723,0.28078,0.0252085,0.314159,
-0.00520333,0.0032044,-0.00520333,0.0032044,-0.0012503,0.0012503,0.282705,0.023754,0.314159,
-0.00490227,0.00301542,-0.00490227,0.00301542,-0.00117795,0.00117795,0.28452,0.0223836,0.314159,
-0.00461893,0.00283818,-0.00461893,0.00283818,-0.00110988,0.00110988,0.286229,0.0210925,0.314159,
-0.0043522,0.00267204,-0.0043522,0.00267204,-0.00104582,0.00104582,0.28784,0.0198759,0.314159,
-0.00410104,0.00251628,-0.00410104,0.00251628,-0.000985502,0.000985502,0.289358,0.0187296,0.314159,
-0.00386449,0.00237014,-0.00386449,0.00237014,-0.000928687,0.000928687,0.290789,0.0176494,0.314159,
-0.00364164,0.00223291,-0.00364164,0.00223291,-0.00087516,0.00087516,0.292137,0.0166315,0.314159,
-0.00343168,0.00210393,-0.00343168,0.00210393,-0.00082472,0.00082472,0.293407,0.0156723,0.314159,
-0.00323383,0.0019826,-0.00323383,0.0019826,-0.000777185,0.000777185,0.294604,0.0147683,0.314159,
-0.00304739,0.00186838,-0.00304739,0.00186838,-0.000732384,0.000732384,0.295732,0.0139165,0.314159,
-0.00287168,0.00176079,-0.00287168,0.00176079,-0.00069016,0.00069016,0.296795,0.0131138,0.314159,
-0.00270609,0.00165942,-0.00270609,0.00165942,-0.000650364,0.000650364,0.297797,0.0123574,0.314159,
-0.00255003,0.00156387,-0.00255003,0.00156387,-0.000612858,0.000612858,0.298741,0.0116446,0.314159,
-0.00240297,0.00147379,-0.00240297,0.00147379,-0.000577511,0.000577511,0.29963,0.0109729,0.314159,
-0.00226437,0.00138888,-0.00226437,0.00138888,-0.0005442,0.0005442,0.300468,0.01034,0.314159,
-0.00213376,0.00130884,-0.00213376,0.00130884,-0.000512808,0.000512808,0.301258,0.00974352,0.314159,
-0.00201068,0.00123338,-0.00201068,0.00123338,-0.000483227,0.000483227,0.302002,0.00918148,0.314159,
-0.0018947,0.00116226,-0.0018947,0.00116226,-0.000455351,0.000455351,0.302703,0.00865186,0.314159,
-0.0017854,0.00109523,-0.0017854,0.00109523,-0.000429083,0.000429083,0.303364,0.00815279,0.314159,
-0.00168241,0.00103205,-0.00168241,0.00103205,-0.000404331,0.000404331,0.303987,0.00768252,0.314159,
-0.00158536,0.000972514,-0.00158536,0.000972514,-0.000381007,0.000381007,0.304574,0.00723937,0.314159,
-0.00149391,0.000916409,-0.00149391,0.000916409,-0.000359029,0.000359029,0.305126,0.00682178,0.314159,
-0.00140774,0.000863541,-0.00140774,0.000863541,-0.000338318,0.000338318,0.305648,0.00642828,0.314159,
-0.00132653,0.000813723,-0.00132653,0.000813723,-0.000318803,0.000318803,0.306139,0.00605748,0.314159,
-0.00125001,0.00076678,-0.00125001,0.00076678,-0.000300413,0.000300413,0.306601,0.00570807,0.314159,
-0.00117791,0.000722546,-0.00117791,0.000722546,-0.000283084,0.000283084,0.307037,0.00537881,0.314159,
-0.00110996,0.000680864,-0.00110996,0.000680864,-0.000266755,0.000266755,0.307448,0.00506855,0.314159,
-0.00104594,0.000641589,-0.00104594,0.000641589,-0.000251368,0.000251368,0.307835,0.00477618,0.314159,
-0.000985605,0.000604579,-0.000985605,0.000604579,-0.000236869,0.000236869,0.3082,0.00450068,0.314159,
-0.000928753,0.000569705,-0.000928753,0.000569705,-0.000223206,0.000223206,0.308544,0.00424107,0.314159,
-0.000875181,0.000536843,-0.000875181,0.000536843,-0.000210331,0.000210331,0.308868,0.00399643,0.314159,
-0.000824698,0.000505877,-0.000824698,0.000505877,-0.000198198,0.000198198,0.309173,0.00376591,0.314159,
-0.000777127,0.000476697,-0.000777127,0.000476697,-0.000186766,0.000186766,0.30946,0.00354868,0.314159,
-0.000732301,0.0004492,-0.000732301,0.0004492,-0.000175993,0.000175993,0.309731,0.00334398,0.314159,
-0.00069006,0.000423289,-0.00069006,0.000423289,-0.000165841,0.000165841,0.309987,0.00315109,0.314159,
-0.000650255,0.000398873,-0.000650255,0.000398873,-0.000156275,0.000156275,0.310228,0.00296933,0.314159,
-0.000612747,0.000375865,-0.000612747,0.000375865,-0.00014726,0.00014726,0.310454,0.00279805,0.314159,
-0.000577402,0.000354184,-0.000577402,0.000354184,-0.000138766,0.000138766,0.310668,0.00263665,0.314159,
-0.000544096,0.000333754,-0.000544096,0.000333754,-0.000130762,0.000130762,0.310869,0.00248456,0.314159,
-0.000512711,0.000314502,-0.000512711,0.000314502,-0.000123219,0.000123219,0.311059,0.00234125,0.314159,
-0.000483137,0.000296361,-0.000483137,0.000296361,-0.000116111,0.000116111,0.311238,0.0022062,0.314159,
-0.000455268,0.000279266,-0.000455268,0.000279266,-0.000109414,0.000109414,0.311407,0.00207894,0.314159,
-0.000429007,0.000263157,-0.000429007,0.000263157,-0.000103102,0.000103102,0.311565,0.00195902,0.314159,
-0.000404261,0.000247978,-0.000404261,0.000247978,-9.71553e-05,9.71553e-05,0.311715,0.00184602,0.314159,
-0.000380942,0.000233674,-0.000380942,0.000233674,-9.15511e-05,9.15511e-05,0.311856,0.00173954,0.314159,
-0.000358968,0.000220195,-0.000358968,0.000220195,-8.62702e-05,8.62702e-05,0.311989,0.0016392,0.314159,
-0.000338262,0.000207493,-0.000338262,0.000207493,-8.12939e-05,8.12939e-05,0.312114,0.00154464,0.314159,
-0.00031875,0.000195525,-0.00031875,0.000195525,-7.66047e-05,7.66047e-05,0.312232,0.00145554,0.314159,
-0.000300364,0.000184246,-0.000300364,0.000184246,-7.21859e-05,7.21859e-05,0.312343,0.00137158,0.314159,
-0.000283038,0.000173618,-0.000283038,0.000173618,-6.8022e-05,6.8022e-05,0.312448,0.00129247,0.314159,
-0.000266712,0.000163604,-0.000266712,0.000163604,-6.40983e-05,6.40983e-05,0.312547,0.00121791,0.314159,
-0.000251327,0.000154167,-0.000251327,0.000154167,-6.0401e-05,6.0401e-05,0.31264,0.00114766,0.314159,
-0.00023683,0.000145274,-0.00023683,0.000145274,-5.69169e-05,5.69169e-05,0.312727,0.00108146,0.314159,
-0.000223169,0.000136894,-0.000223169,0.000136894,-5.36338e-05,5.36338e-05,0.31281,0.00101908,0.314159,
-0.000210296,0.000128998,-0.000210296,0.000128998,-5.054e-05,5.054e-05,0.312888,0.000960297,0.314159,
-0.000198166,0.000121557,-0.000198166,0.000121557,-4.76248e-05,4.76248e-05,0.312961,0.000904905,0.314159,
-0.000186735,0.000114545,-0.000186735,0.000114545,-4.48776e-05,4.48776e-05,0.31303,0.000852707,0.314159,
-0.000175964,0.000107938,-0.000175964,0.000107938,-4.2289e-05,4.2289e-05,0.313095,0.000803521,0.314159,
-0.000165813,0.000101712,-0.000165813,0.000101712,-3.98496e-05,3.98496e-05,0.313157,0.000757172,0.314159,
-0.000156249,9.58447e-05,-0.000156249,9.58447e-05,-3.7551e-05,3.7551e-05,0.313215,0.000713496,0.314159,
-0.000147236,9.03161e-05,-0.000147236,9.03161e-05,-3.5385e-05,3.5385e-05,0.313269,0.00067234,0.314159,
-0.000138743,8.51064e-05,-0.000138743,8.51064e-05,-3.33439e-05,3.33439e-05,0.31332,0.000633558,0.314159,
-0.00013074,8.01973e-05,-0.00013074,8.01973e-05,-3.14205e-05,3.14205e-05,0.313369,0.000597012,0.314159,
